title,tag,info,comments,content
海底两万里,豆瓣图书标签: 儿童文学,[法国] 儒尔·凡尔纳 / 沈国华、钱培鑫、曹德明 / 译林出版社 / 2002-9 / 19.50元,(65289人评价),"本书是法国举世闻名的科幻小说作家儒尔·凡尔纳的代表作之一。
作者让读者登上“鹦鹉螺号”，以平均十二公里的时速，在将近十个月的海底旅行中，随着尼摩船长和他的“..."
一千零一夜,豆瓣图书标签: 儿童文学,纳训 / 人民文学出版社 / 2003-01 / 22.0,(36610人评价),"《一千零一夜》又名《天方夜谭》。""天方""是从前中国对阿拉伯的称呼。这本书中的故事，多是阿拉伯地区国家的传说。 公元9世纪时，是阿拉伯帝国的全盛时期，它横跨亚..."
父与子全集,豆瓣图书标签: 儿童文学,[德] 埃·奥·卜劳恩 绘 / 杨莹 / 中国工人出版社 / 2003-4 / 20.00元,(34294人评价),"²内容简介²
1934年12月，第二次世界大战前夜的德国，到处充满了火药味，正是在这样的一个背景下，一套取材于日常生活反映父子间感情的漫画作品开始在《柏林画..."
你想活出怎样的人生,豆瓣图书标签: 儿童文学,[日]吉野源三郎 著、[日]胁田和 绘 / 史诗 / 南海出版公司 / 2019-8 / 49.5,(2186人评价),"《你想活出怎样的人生》通过一个少年成长过程中经历的困惑，探讨了生而为人真正重要的东西，影响了一代又一代读者，包括动画大师宫崎骏。
《你想活出怎样的人生》是一..."
哈利·波特与密室,豆瓣图书标签: 儿童文学,[英] J. K. 罗琳 / 马爱新 / 人民文学出版社 / 2000-9 / 22.00元,(118521人评价),"《哈利·波特与密室》是“哈利·波特”系列的第二部。
哈利·波特在霍格沃茨魔法学校学习一年之后，暑假开始了。他在姨父姨妈家熬过痛苦的假期。正当他准备打点行装去..."
哈利·波特与阿兹卡班的囚徒,豆瓣图书标签: 儿童文学,[英] J. K. 罗琳 / 郑须弥 / 人民文学出版社 / 2000-9 / 26.50元,(123647人评价),"《哈利·波特与阿兹卡班的囚徒》是“哈利·波特”系列的第三部。
哈利·波特在霍格沃茨魔法学校已经度过了不平凡的两年，而且早已听说魔法世界中有一座守备森严的阿兹..."
草房子,豆瓣图书标签: 儿童文学,曹文轩 / 江苏少年儿童出版社 / 2009-6 / 18.00元,(12124人评价),"这是一部讲究品位的少年长篇小说。
作品写了男孩桑桑刻骨铭心、终身难忘的六年小学生活。六年中，他亲眼目睹或直接参与了一连串看似寻常但又催人泪下、撼动人心的故事..."
哈利·波特与火焰杯,豆瓣图书标签: 儿童文学,[英] J. K. 罗琳 / 马爱新 / 人民文学出版社 / 2001-5 / 39.80元,(118235人评价),"《哈利·波特与火焰杯》是“哈利·波特”系列的第四部。
哈利·波特在霍格沃茨魔法学校经过三年的学习和磨炼，逐渐成长为一个出色的巫师。新学年开始前，哈利和好朋友..."
绿山墙的安妮,豆瓣图书标签: 儿童文学,[加] 露西·莫德·蒙哥玛利 / 马爱农 / 浙江文艺出版社 / 2003-01 / 15.00元,(7242人评价),一部最甜蜜的描写儿童生活的小说。安妮是个身世凄凉的小女孩，出生不久即父母双亡，成了孤儿。好心的邻居把她养到六岁之后她又到另一户人家看孩子，后来被送到了孤儿院...
哈利·波特与凤凰社,豆瓣图书标签: 儿童文学,[英] J. K. 罗琳 / 马爱农、马爱新、蔡文 / 人民文学出版社 / 2003-9 / 59.00元,(99660人评价),"《哈利·波特与凤凰社》是“哈利·波特”系列的第五部。
漫长的暑假，哈利·波特被困在女贞路4号，意外地遭到摄魂怪的袭击……逃过一劫的哈利被护送到伦敦一个秘密的..."
我亲爱的甜橙树,豆瓣图书标签: 儿童文学,(巴西)若泽•毛罗•德瓦斯康塞洛斯 / 蔚玲 / 天天出版社 / 2010-6 / 19.90元,(5492人评价),"这是一个构思了42年的故事。
这是一个仅用12天就写成的故事。
这是一个让数亿读者感动落泪的故事。
这是一部有着相当自传性质的儿童小说，作家精确地“摹拟”一..."
哈利·波特与混血王子,豆瓣图书标签: 儿童文学,[英] J. K. 罗琳 / 马爱农、马爱新 / 人民文学出版社 / 2005-10 / 58.00元,(103157人评价),"《哈利·波特与“混血王子”》是“哈利·波特”系列的第六部。
仲夏的一个夜晚，反常的浓雾笼罩在窗户玻璃上，哈利·波特在女贞路4号德思礼家自己的卧室里紧张地等待..."
﻿红楼梦,豆瓣图书标签: 古典文学,[清] 曹雪芹 著、高鹗 续 / 人民文学出版社 / 1996-12 / 59.70元,(238255人评价),《红楼梦》是一部百科全书式的长篇小说。以宝黛爱情悲剧为主线，以四大家族的荣辱兴衰为背景，描绘出18世纪中国封建社会的方方面面，以及封建专制下新兴资本主义民主...
三国演义（全二册）,豆瓣图书标签: 古典文学,[明] 罗贯中 / 人民文学出版社 / 1998-05 / 39.50元,(102100人评价),《三国演义》又名《三国志演义》、《三国志通俗演义》，是我国小说史上最著名最杰出的长篇章回体历史小说。 《三国演义》的作者是元末明初人罗贯中，由毛纶，毛宗岗父...
西游记（全二册）,豆瓣图书标签: 古典文学,吴承恩 / 黄肃秋 注释 / 人民文学出版社 / 2004-8 / 47.20元,(47527人评价),《西游记》主要描写的是孙悟空保唐僧西天取经，历经九九八十一难的故事。唐僧取经是历史上一件真实的事。大约距今一千三百多年前，即唐太宗贞观元年（627），年仅2...
水浒传（全二册）,豆瓣图书标签: 古典文学,[明] 施耐庵、罗贯中 / 人民文学出版社 / 1997-1 / 50.60元,(49160人评价),《水浒传》是我国第一部以农民起义为题材的长篇章回小说，是我国文学史上一座巍然屹立的丰碑，也是世界文学宝库中一颗光彩夺目的明珠。数百年来，它一直深受我国人民的...
浮生六记,豆瓣图书标签: 古典文学,（清）沈复 / 人民文学出版社 / 1999-1 / 5.70元,(34069人评价),这是一部自传体文学的作品，原书六卷，已逸其二，现仅存四卷（有所谓“足本”者，后二记系伪作。书中记叙了作者夫妇间平凡的家居生活，坎坷际遇，和各地浪游闻见。文辞...
金瓶梅,豆瓣图书标签: 古典文学,笑笑生【著】、董玉振【校】 / 新加坡南洋出版社 / 2009-11-1 / 466,(1507人评价),这套《金瓶梅》（上、下册，约1240印刷页）是全球第一部简体、双版本、带200原图（其中30多幅春宫图也全部保留）、不做任何删节处理的版本。是目前海内外各种...
浮生六记,豆瓣图书标签: 古典文学,[清]沈复 / 张佳玮 / 天津人民出版社 / 2015-8 / 32.00元,(20919人评价),"并不能用有趣、精致、伤感简单概括这本小书。之所以入得经典行列，约是手边有此一册，便真如有一妙友相伴。
本次出版选开明书店民国本为底本，考以《雁来红丛报》本、..."
鬼谷子,豆瓣图书标签: 古典文学,许富宏  译注 / 许富宏 注释 / 中华书局 / 2011-12 / 15.00元,(1411人评价),《鬼谷子》是人类文明 “轴心时代”产生的一部奇书，其思想内容十分丰富，涵盖了哲学、政治学、军事学、心理学、社会学、文学、情报学等多种学科，是一部可以被广泛解...
人间词话,豆瓣图书标签: 古典文学,王国维 / 上海古籍出版社 / 1998-12-01 / 9.80元,(32568人评价),《人间词话》一书乃是王氏接受了西洋美学思想之洗礼后，以崭新的眼光对中国旧文学所作的评论，具有划时代的意义，向来极受学术界重视。本书并约请当今著名专家黄霖为之...
红楼梦,豆瓣图书标签: 古典文学,曹雪芹 / 人民文学出版社 / 2018-1-1 / CNY 260.00,(858人评价),《红楼梦》，中国古代古代四大名著之一，也是中国古代小说的dian峰之作。全书以荣国府的日常生活为中心，以宝玉、黛玉、宝钗的爱情婚姻悲剧及大观园中点滴琐事为主...
山海经,豆瓣图书标签: 古典文学,佚名 / 李润英、陈焕良 / 岳麓书社 / 2006-5 / 26.00元,(3202人评价),《山海经》所具有的集大成之特色，决定了这部书的多样性、复杂性、兼容性、实用性。因此，当今也有许多论者称之为中国古代的一部百科全书。它像一座知识的矿藏，储藏着...
源氏物语,豆瓣图书标签: 古典文学,[日] 紫式部 / 丰子恺 / 人民文学出版社 / 2015-8 / 75.00元,(1226人评价),《源氏物语》以日本平安王朝全盛时期为背景，通过主人公源氏的生活经历和爱情故事，描写了当时社会的腐败政治、淫乱生活、上层贵族之间的互相倾轧和权力斗争，而源氏的...
红楼梦,豆瓣图书标签: 古典文学,曹雪芹 / 三秦出版社 / 2016-11-1 / 88.00元,(2109人评价),本版前80回据脂本全新精校，以程高本后四十回补足全文。吸纳近几十年来重要的红学研究成果，参考了几个有代表性的当代校本，博采众长的同时，也作了大量的勘误。在字...
古文观止,豆瓣图书标签: 古典文学,吴楚材、吴调侯 / 中华书局 / 1987-1-1 / 21.00元,(11576人评价),《古文观止》是清康熙年间吴乘权、吴大职编选的一部古文读本，凡十二卷，收录自先秦至明末的散文二百二十二篇，每篇都有注释和评论。据《左传》襄公二十九年记载，吴公...
诗经,豆瓣图书标签: 古典文学,孔丘 编订 / 北京出版社 / 2006-7 / 19.90元,(13136人评价),这本《诗经》收录全部305篇，每篇诗歌都配有相应的解释及译文，使读者更容易理解。
三国演义,豆瓣图书标签: 古典文学,罗贯中 / 岳麓书社 / 1986-6-1 / 13.0,(9616人评价),滚滚长江东逝水，浪花淘尽英雄。吕布赵云关羽，官渡赤壁街亭，斩华雄空城计长坂坡七擒七纵，一看三叹，三国风云起，几度夕阳红。该剧展现了历史上一个豪强们为攫取最高...
水浒传,豆瓣图书标签: 古典文学,施耐庵、罗贯中 / 中华书局 / 2009-06 / 88.00元,(2284人评价),有人说，读《水浒传》不读金圣叹的评语，等于没读过《水浒传》，此言不虚。《水浒传》是一部经过宋、元两代数百年的酝酿、积累而最终完成的长篇历史小说，集合了无数英...
菜根谭,豆瓣图书标签: 古典文学,洪应明 / 吉林文史出版社 / 1999-3-1 / 11.00元,(6954人评价),《国文珍品文库:菜根谭》中充满了思辨，充满了经邦治国的谋略，充满了富于通变的处世哲学，充满了诗情画意。在《国文珍品文库:菜根谭》中，儒释道融为一体，心学与禅...
史记,豆瓣图书标签: 古典文学,司马迁 / 中华书局 / 2006-6 / 28.00元,(3937人评价),《史记》是我国著名史学家司马迁所著的史学巨著，列“二十四史”之首，记载了从传说中的黄帝开始一直到汉武帝元狩元年（前122）三千年左右的历史，被誉为“史家之绝...
﻿活着,豆瓣图书标签: 余华,余华 / 作家出版社 / 2012-8-1 / 20.00元,(366497人评价),《活着(新版)》讲述了农村人福贵悲惨的人生遭遇。福贵本是个阔少爷，可他嗜赌如命，终于赌光了家业，一贫如洗。他的父亲被他活活气死，母亲则在穷困中患了重病，福贵...
许三观卖血记,豆瓣图书标签: 余华,余华 / 南海出版公司 / 1998-9 / 16.80元,(160540人评价),《许三观卖血记》是余华1995年创作的一部长篇小说，它以博大的温情描绘了磨难中的人生，以激烈的故事形式表达了人在面对厄运时求生的欲望。小说讲述了许三观靠着卖...
兄弟（上）,豆瓣图书标签: 余华,余华 / 上海文艺出版社 / 2005-8 / 16.00元,(81085人评价),《兄弟》讲述了江南小镇两兄弟李光头和宋钢的人生。李光头的父亲不怎么光彩地意外身亡，而同一天李光头出生。宋钢的父亲宋凡平在众人的嘲笑声中挺身而出，帮助了李光头...
许三观卖血记,豆瓣图书标签: 余华,余华 / 作家出版社 / 2012-9 / 24.00元,(34028人评价),《许三观卖血记》是余华1995年创作的一部长篇小说。《许三观卖血记》以博大的温情描绘了磨难中的人生，以激烈的故事形式表达了人在面对厄运时求生的欲望。小说讲述...
兄弟,豆瓣图书标签: 余华,余华 / 作家出版社 / 2012-9-1 / 43.00元,(19701人评价),《余华作品:兄弟》是余华作品。《余华作品:兄弟》讲述了这是两个时代相遇以后出生的小说，前一个是文革中的故事，那是一个精神狂热、本能压抑和命运惨烈的时代，相当...
第七天,豆瓣图书标签: 余华,余华 / 新星出版社 / 2013-6 / 29.50元,(48809人评价),“浓雾弥漫之时，我走出了出租屋，在空虚混沌的城市里孑孓而行。我要去的地方名叫殡仪馆，这是它现在的名字，它过去的名字叫火葬场。我得到一个通知，让我早晨九点之前...
在细雨中呼喊,豆瓣图书标签: 余华,余华 / 南海出版公司 / 1999-1 / 18.00元,(22793人评价),作者以第一人称讲述了一个家庭的欢乐和苦痛，细腻地刻画了柔弱的母亲如何完成了自己忍受的一生，她唯一爆发出来的愤怒是在弥留之际；名叫孙广财的父亲又是如何骄傲地将...
在细雨中呼喊,豆瓣图书标签: 余华,余华 / 作家出版社 / 2012-11-1 / 25.00元,(10387人评价),《在细雨中呼喊》是二十世纪九十年代的经典文本，是余华的第一部长篇力作。小说描述了一位江南少年的成长经历和心灵历程。《在细雨中呼喊 》的结构来自于对时间的感受...
活着,豆瓣图书标签: 余华,余华 / 南海出版公司 / 1998-5 / 12.00元,(186475人评价),地主少爷福贵嗜赌成性，终于赌光了家业一贫如洗，穷困之中的福贵因为母亲生病前去求医，没想到半路上被国民党部队抓了壮丁，后被解放军所俘虏，回到家乡他才知道母亲已...
活着,豆瓣图书标签: 余华,余华 / 北京十月文艺出版社 / 2017-6-1 / 35.00元,(5469人评价),"【内容简介】
《活着》是当代作家余华的代表作，讲述了一个人历尽世间沧桑和磨难的一生，亦将中国大半个世纪的社会变迁凝缩其间。《活着》还讲述了眼泪的宽广和丰富；..."
第七天,豆瓣图书标签: 余华,余华 / 新星出版社 / 2018-8 / 39.5,(1983人评价),"名人推荐 媒体推荐 作者简介 目录 文摘
编辑推荐
《第七天》获华语文学传媒大奖·年度杰出作家。温暖与冷漠、良善与邪恶、真实与荒诞、实有与虚无，交织成一部时..."
现实一种,豆瓣图书标签: 余华,余华 / 作家出版社 / 2008-5 / 17.00元,(2443人评价),《现实一种》是注重从1986年到1998年的写作旅程，十多年的漫漫长夜和那些晴朗或者阴沉的白昼过去之后，岁月留下了什么？书里的这些中短篇小说所记录下来的，就...
活着,豆瓣图书标签: 余华,余华 / 上海文艺出版社 / 2004-5 / 13.00元,(84813人评价),地主少爷富贵嗜赌成性，终于赌光了家业一贫如洗，穷困之中的富贵因为母亲生病前去求医，没想到半路上被国民党部队抓了壮丁，后被解放军所俘虏，回到家乡他才知道母亲已...
兄弟（下）,豆瓣图书标签: 余华,余华 / 上海文艺出版社 / 2006-3 / 27.00元,(42055人评价),宋钢在下部里面遭遇的命运是他所在的工厂破产，他也越来越潦倒，后来因为各种各样复杂的原因，他在40多岁时自杀了。他自杀时，林红和李光头正在同一张床上。宋钢在临...
没有一种生活是可惜的,豆瓣图书标签: 余华,余华 / 陕西师范大学出版社 / 2019-6 / 59.00元,(160人评价),"一本书读懂一位作家，一系列阅尽当代散文精华。
新华经典散文文库之余华——《没有一种生活是可惜的》
-
身处荒诞的世界
我们都该读读余华！
-
如果说余华的小..."
许三观卖血记,豆瓣图书标签: 余华,余华 / 北京十月文艺出版社 / 2017-10 / 39.50元,(1649人评价),《许三观卖血记》是余华于1995年创作的一部长篇小说，故事发生在五六十年代的中国。讲述了丝厂工人许三观的卖血经历。他卖血是为了娶亲，是为了救治重病的儿子，是...
黄昏里的男孩,豆瓣图书标签: 余华,余华 / 作家出版社 / 2012-9 / 18.00元,(1428人评价),"《黄昏里的男孩/余华作品》余华。
    《黄昏里的男孩/余华作品》收录了十二篇作品，这是我所有中短篇小说中与现实最为接近的作品，可能是令人亲切的，不过也是..."
我们生活在巨大的差距里,豆瓣图书标签: 余华,余华 / 北京十月文艺出版社 / 2015-2 / 35.00元,(4482人评价),"《我们生活在巨大的差距里》是余华自2003年以来的首部杂文集。
十年来他走遍世界，以亦庄亦谐的笔锋将观察到的社会、时事、文化等现象一一记录剖析，在日常生活的..."
战栗,豆瓣图书标签: 余华,余华 / 作家出版社 / 2012-9 / 17.00元,(810人评价),余华的经验使他写作可以不断地去唤醒其记忆，他相信这样的记忆不仅属于我个人，这可能是一个时代的形象，或者说是一个世界在某一个人心灵深处的烙印，那是无法愈合的疤...
﻿黄金时代,豆瓣图书标签: 王小波,王小波 / 花城出版社 / 1999-3 / 19.00元,(108814人评价),《黄金时代》是《时代三部曲》之一。  这是以文革时期为背景的系列作品构成的长篇。发生“文化大革命”的二十世纪六七十年代，正是我们国家和民族的灾难年代。那时，...
沉默的大多数,豆瓣图书标签: 王小波,王小波 / 中国青年出版社 / 1997-10 / 27.00元,(82899人评价),这本杂文随笔集包括思想文化方面的文章，涉及知识分子的处境及思考，社会道德伦理，文化论争，国学与新儒家，民族主义等问题；包括从日常生活中发掘出来的各种真知灼见...
爱你就像爱生命,豆瓣图书标签: 王小波,王小波、李银河 / 上海锦绣文章出版社 / 2008-5 / 18.00元,(71422人评价),王小波书信均选自朝华出版社2004年4月第一版《爱你就像爱生命》，此书系王小波生前从未发表过的与李银河的“两地书”，也是迄今他们夫妇最完整和独立的一本书信集...
一只特立独行的猪,豆瓣图书标签: 王小波,王小波 / 北方文艺出版社 / 2006-4 / 18.80元,(59802人评价),这本书里除了文化杂文，还有给其他书写的序言与跋语。这些序言与跋语也表明了我的一些态度。除此之外，还有一些轻松的随笔。不管什么书，我都不希望它太严肃，这一本也...
我的精神家园,豆瓣图书标签: 王小波,王小波 / 文化艺术出版社 / 1997 / 18.80元,(26782人评价),一九九七年六月，王小波逝世两个月后，他的杂文自选集《我的精神家园》出版。这是第一版的封面。相比于2002版出版的《我的精神家园》纪念版来说，这一版本没有纪念...
红拂夜奔,豆瓣图书标签: 王小波,王小波 / 江苏文艺出版社 / 2005-1 / 28.00元,(25347人评价),《红拂夜奔》这书题就会让读者认为是写隋末杨素家妓红拂敬慕大军事家李靖，私奔相从的风流逸事。然而，这本书它以现代人的眼光去观照历史，又以历史文化原型来建构现代...
黄金时代,豆瓣图书标签: 王小波,王小波 / 北京十月文艺出版社 / 2017-4 / 35.00元,(4756人评价),"【内容简介】
写出《黄金时代》之前，我从未觉得自己写得好。——王小波
本书收入王小波颇负盛名的三篇小说《黄金时代》《三十而立》《似水流年》，其中《黄金时代》..."
沉默的大多数,豆瓣图书标签: 王小波,王小波 / 北京十月文艺出版社 / 2017-4 / 35.00元,(5049人评价),王小波杂文精选集，逝世二十周年精装纪念版！特别收入珍贵手稿！集结精粹杂文，全面呈现一位自由思想者的精神世界！——“从话语中，你很少能学到人性，从沉默中却能。...
一只特立独行的猪,豆瓣图书标签: 王小波,王小波 / 北京十月文艺出版社 / 2017-4 / 35.00元,(5372人评价),"王小波杂文精选集，逝世二十周年精装纪念版！
幽默中充满智性，扛起一面自由、独立、理性的精神旗帜！——“我觉得黑色幽默是我的气质，是天生的。”
“我已经四十岁..."
白银时代,豆瓣图书标签: 王小波,王小波 / 花城出版社 / 1997-5 / 10.00元,(26242人评价),《白银时代》是《时代三部曲》之二。这是由一组虚拟时空的作品构成的长篇。这组作品写的是本世纪长大而活到下世纪的知识分子，在跨世纪的生存过程中，回忆他们的上辈、...
绿毛水怪,豆瓣图书标签: 王小波,王小波 / 北京十月文艺出版社 / 2018-5-1 / 39.00元,(3195人评价),王小波短篇小说集，其中同名小说《绿毛水怪》是王小波小说处女作，可以一窥作者创作的源头及其后的发展走向。小说中肆意的想象力、幽默的调侃以及人对自我意志的彰显，...
万寿寺,豆瓣图书标签: 王小波,王小波 / 北方文艺出版社 / 2006-3 / 19.80元,(8002人评价),"长篇小说《万寿寺》原为《青铜时代》第一篇。书中插画由插画家胡晓江创作。
“晚唐时，薛嵩在湘西当节度使。前往驻地时，带去了他的铁枪。”故事就这样开始了。
长安..."
黄金时代,豆瓣图书标签: 王小波,王小波 / 陕西师范大学出版社 / 2009-07-01 / 23.00元,(37315人评价),这是以文革时期为背景的系列作品构成的长篇。发生“文化大革命”的二十世纪六七十年代，正是我们国家和民族的灾难年代。那时，知识分子群体无能为力而极“左”政治泛滥...
绿毛水怪,豆瓣图书标签: 王小波,王小波 / 时代文艺出版社 / 2009-1 / 30.00元,(12021人评价),《绿毛水怪》作者王小波的作品一直盛行不衰，王小波的小说在世界文学之林中创造出属于他的美，这美就像一束强光，刺穿了时间的阻隔，启迪了一代又一代刚刚开始识字读书...
爱你就像爱生命,豆瓣图书标签: 王小波,王小波 / 新经典文化/北京十月文艺出版社 / 2017-9 / 35,(3055人评价),"★王小波唯一一本爱情专著。
★征集网友十个最想问的关于爱情与人生的问题，李银河给出睿智答复！
★王小波全部作品的独家授权，最全面、最值得收藏的版本！
★李银..."
青铜时代,豆瓣图书标签: 王小波,王小波 / 花城出版社 / 1997-5 / 29.00元,(17654人评价),《青铜时代》是“时代三部曲”之三。这是以中国古代唐朝为背景的三部作品构成的长篇。这组作品的主人公，是古代的知识分子和传奇人物。他们作为一群追求个性、热爱自由...
沉默的大多数,豆瓣图书标签: 王小波,王小波 / 北方文艺出版社 / 2006-4 / 18.80元,(13804人评价),我对自己的要求很低：我活在世上，无非想要明白些道理，遇见些有趣的事。倘能如我所愿，我的一生就算成功。为此也要去论是非，否则道理不给你明白，有趣的事也不让你遇...
三十而立,豆瓣图书标签: 王小波,王小波 / 上海锦绣文章出版社 / 2008-10 / 20.00元,(6299人评价),"一篇言说“存在之烦”的作品，道出了王小波的诗人本质及他对艺术与人生的核心理解。
好多年前，我在京郊插队时，常常在秋天走路回家，路长得走不完。我心里紧绷绷，不..."
思维的乐趣,豆瓣图书标签: 王小波,王小波 / 中国人民大学出版社 / 2005-7 / 16.80元,(9820人评价),作为一个自由人文主义者，王小波终其一生思考着并快乐着，他以自身对“文化大革命”的记忆为重要矿藏，用杂文以独有的调侃的笔调完成了对自由与理性的反思与书写。由李...
红拂夜奔,豆瓣图书标签: 王小波,王小波 / 新经典文化/北京十月文艺出版社 / 2017-7 / 39.00,(1245人评价),"王小波说：“凡人都喜欢有趣。这是我一生不可动摇的信条，假如这世界上没有有趣的事我情愿不活……《红拂夜奔》谈的是这一点。”
《红拂夜奔》借隋末大将军李靖和杨素..."
﻿沉默的大多数,豆瓣图书标签: 杂文,王小波 / 中国青年出版社 / 1997-10 / 27.00元,(82899人评价),这本杂文随笔集包括思想文化方面的文章，涉及知识分子的处境及思考，社会道德伦理，文化论争，国学与新儒家，民族主义等问题；包括从日常生活中发掘出来的各种真知灼见...
呐喊,豆瓣图书标签: 杂文,鲁迅 / 人民文学出版社 / 1973年3月 / 0.36元,(74105人评价),《呐喊》收录作者1918年至1922年所作小说十四篇。1923年8月由北京新潮社出版，原收十五篇，列为该社《文艺丛书》之一。1924年5月第三次印刷时起，改...
一只特立独行的猪,豆瓣图书标签: 杂文,王小波 / 北方文艺出版社 / 2006-4 / 18.80元,(59802人评价),这本书里除了文化杂文，还有给其他书写的序言与跋语。这些序言与跋语也表明了我的一些态度。除此之外，还有一些轻松的随笔。不管什么书，我都不希望它太严肃，这一本也...
朝花夕拾,豆瓣图书标签: 杂文,鲁迅 / 人民文学出版社 / 1972年4月 / 0.25元,(67167人评价),"《小引》
《狗·猫·鼠》
《阿长与山海经》
《二十四孝图》
《五猖会》
《无常》
《从百草园到三味书屋》
《父亲的病》
《琐记》
《藤野先生》
《范爱农》
..."
送你一颗子弹,豆瓣图书标签: 杂文,刘瑜 / 上海三联书店 / 2010-1 / 25.00元,(118973人评价),这本书里记录的是作者2005—2009年左右(尤其是2006—2007年)生活里的点点滴滴。在这本书里，被“审视”的东西杂七杂八，有街上的疯老头，有同宿舍的...
我的精神家园,豆瓣图书标签: 杂文,王小波 / 文化艺术出版社 / 1997 / 18.80元,(26782人评价),一九九七年六月，王小波逝世两个月后，他的杂文自选集《我的精神家园》出版。这是第一版的封面。相比于2002版出版的《我的精神家园》纪念版来说，这一版本没有纪念...
沉默的大多数,豆瓣图书标签: 杂文,王小波 / 北京十月文艺出版社 / 2017-4 / 35.00元,(5049人评价),王小波杂文精选集，逝世二十周年精装纪念版！特别收入珍贵手稿！集结精粹杂文，全面呈现一位自由思想者的精神世界！——“从话语中，你很少能学到人性，从沉默中却能。...
一只特立独行的猪,豆瓣图书标签: 杂文,王小波 / 北京十月文艺出版社 / 2017-4 / 35.00元,(5372人评价),"王小波杂文精选集，逝世二十周年精装纪念版！
幽默中充满智性，扛起一面自由、独立、理性的精神旗帜！——“我觉得黑色幽默是我的气质，是天生的。”
“我已经四十岁..."
狂人日记,豆瓣图书标签: 杂文,鲁迅 / 京华出版社 / 2006-3 / 39.80元,(45929人评价),《狂人日记》是鲁迅1918年发表的第一篇白话短篇小说，当时正值“五四”运动的前夜。由于辛亥革命的半途而废，特别是帝国主义侵略的加剧，使社会各种矛盾更加复杂尖...
野火集,豆瓣图书标签: 杂文,龙应台 / 文汇出版社 / 2005-8 / 25.00元,(27174人评价),龙应台常常针对一种社会现象，一类具体事物，甚至于一个人、一句话、一件事，给予无情的透视和直接的批评，马上让人心有戚戚焉。这些事，就发生在周围，看得见，摸得着...
常识,豆瓣图书标签: 杂文,梁文道 / 广西师范大学出版社 / 2009-1 / 38.00,(41450人评价),梁文道先生近两年来撰写的时评文字结集，谈及政治、民主、民族、教育、新闻自由、公民道德等社会诸多方面。文字风格犀利，文章主旨清晰、论述简洁有力，往往一针见血命...
六里庄遗事,豆瓣图书标签: 杂文,东东枪 / 上海三联书店 / 2019-2 / 78.00元,(2290人评价),六里庄，是唐时国都长安以东六里许的普通村庄。《六里庄遗事》凡十二卷，包括近600则片断文字，大多是对六里庄内人物及相关人等事迹的钩沉杂忆。本书是作者东东枪酝...
爱你就像爱生命,豆瓣图书标签: 杂文,王小波、李银河 / 上海锦绣文章出版社 / 2008-5 / 18.00元,(71422人评价),王小波书信均选自朝华出版社2004年4月第一版《爱你就像爱生命》，此书系王小波生前从未发表过的与李银河的“两地书”，也是迄今他们夫妇最完整和独立的一本书信集...
我所理解的生活,豆瓣图书标签: 杂文,韩寒 / 浙江文艺出版社 / 2013-1-8 / 29.00元,(22770人评价),"★韩寒新作《我所理解的生活》，三十岁的韩寒，第一次自我剖析。
★韩寒所有作品中，删减幅度最小！收录韩三篇：谈革命，说民主，要自由。
★少说，多做，不解释。
..."
丑陋的中国人,豆瓣图书标签: 杂文,柏杨 / 古吴轩出版社 / 2005-3 / 23.80元,(17736人评价),"我们的丑陋，来自我们不知道自己丑陋。
台湾著名作家柏杨以“恨铁不成钢”的态度，强烈批判中国人的“脏、乱、吵”、“窝里斗”、“不能团结”、“死不认错”等，指出..."
有话说,豆瓣图书标签: 杂文,崔永元 / 磨铁|浙江人民出版社 / 2018-12 / 52.00元,(1773人评价),"这是一本关于谈话、梦想和人生的深度解读。
高级的说话，是实话实说。当所有人愿意教授“术”的时候，我更愿意告诉你“除了术，还有道”。“术”是教会我们怎么把一件..."
沉默的大多数,豆瓣图书标签: 杂文,王小波 / 北方文艺出版社 / 2006-4 / 18.80元,(13804人评价),我对自己的要求很低：我活在世上，无非想要明白些道理，遇见些有趣的事。倘能如我所愿，我的一生就算成功。为此也要去论是非，否则道理不给你明白，有趣的事也不让你遇...
我执,豆瓣图书标签: 杂文,梁文道 / 广西师范大学出版社 / 2010-10 / 35.00元,(28751人评价),本书为梁文道先生所撰写的散文随笔集，是以香港《成报》文采版专栏“秘学笔记”的文字为主，谈及爱情婚姻、日常生活、疾病经历、信仰感悟、城市文化、文学艺术、历史记...
1988：我想和这个世界谈谈,豆瓣图书标签: 杂文,韩寒 / 国际文化出版公司 / 2010-9 / 25.00元,(134431人评价),"系列主题：《我想和这个世界谈谈》
目前在韩寒主编的杂志《独唱团》中首度连载，这是韩寒预谋已久的一个系列，也是国内首度实际尝试“公路小说”这一概念的第一本——..."
无所畏,豆瓣图书标签: 杂文,冯唐 / 北京联合出版公司 / 2018-9 / 49.80元,(4084人评价),"冯唐全新作品，一部坦露自我的真诚之作。
全书分为如何获得成功、爱情如何对抗时间、生活怎么过才算有意义、自我价值如何体现四个部分，并收录《如何避免成为一个油腻..."
﻿倾城之恋,豆瓣图书标签: 张爱玲,花城出版社 / 1997-3-1 / 11.00,(138362人评价),一对现实庸俗的男女，在战争的兵荒马乱之中被命运掷骰子般地掷到了一起，于“一刹那”体会到了“一对平凡的夫妻”之间的“一点真心”⋯⋯张爱玲是作为中国现代文学史上...
